prscrbr_npi,prscrbr_last_org_name,prscrbr_first_name,prscrbr_city,prscrbr_state_abrvtn,prscrbr_state_fips,prscrbr_type,prscrbr_type_src,brnd_name,gnrc_name,tot_clms,tot_30day_fills,tot_day_suply,tot_drug_cst,tot_benes,ge65_sprsn_flag,ge65_tot_clms,ge65_tot_30day_fills,ge65_tot_drug_cst,ge65_tot_day_suply,ge65_bene_sprsn_flag,ge65_tot_benes
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Pantoprazole Sodium,Pantoprazole Sodium,39,75.0,2228,664.07,11,,23,53.0,459.43,1568,*,
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Pravastatin Sodium,Pravastatin Sodium,20,60.0,1800,753.76,,,20,60.0,753.76,1800,*,
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Rosuvastatin Calcium,Rosuvastatin Calcium,27,78.4,2333,411.86,13,#,,,,,#,
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Sertraline Hcl,Sertraline Hcl,20,48.0,1425,162.82,,,20,48.0,162.82,1425,*,
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Simvastatin,Simvastatin,68,161.0,4830,906.92,16,,50,136.0,751.89,4080,#,
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Trazodone Hcl,Trazodone Hcl,24,46.0,1260,141.54,12,#,,,,,*,
1871097980,Ukonne,Iniobong,Montclair,NJ,34,Family Practice,Claim-Specialty,Zolpidem Tartrate,Zolpidem Tartrate,17,17.0,454,62.36,,,17,17.0,62.36,454,*,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Albuterol Sulfate Hfa,Albuterol Sulfate,14,14.0,260,253.54,11,#,,,,,*,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Amoxicillin,Amoxicillin,16,16.0,159,47.67,16,#,,,,,#,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,27,27.0,189,218.66,27,#,,,,,#,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Azithromycin,Azithromycin,48,48.0,240,238.86,48,#,,,,,#,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Cephalexin,Cephalexin,13,13.0,98,86.30,13,#,,,,,#,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,11,11.0,51,115.02,,,11,11.0,115.02,51,*,
1871099184,Krasniqi,Yllka,Hackensack,NJ,34,Emergency Medicine,Claim-Specialty,Sulfamethoxazole-Trimethoprim,Sulfamethoxazole/Trimethoprim,18,18.0,109,70.85,18,,18,18.0,70.85,109,,18
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Albuterol Sulfate Hfa,Albuterol Sulfate,41,41.0,795,1089.58,39,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Amoxicillin,Amoxicillin,13,13.0,94,61.13,13,*,,,,,*,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,11,11.0,77,74.30,11,*,,,,,*,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Azithromycin,Azithromycin,35,35.0,175,188.82,34,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Cephalexin,Cephalexin,20,20.0,140,138.70,20,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,15,15.0,80,35.24,15,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Dexamethasone,Dexamethasone,23,23.0,24,42.89,23,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Doxycycline Monohydrate,Doxycycline Monohydrate,37,37.0,378,434.04,37,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Fluticasone Propionate,Fluticasone Propionate,19,25.0,750,250.92,17,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Methylprednisolone,Methylprednisolone,21,21.0,126,163.15,20,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Naproxen,Naproxen,12,12.0,60,25.72,11,*,,,,,*,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Paxlovid (Eua),Nirmatrelvir/Ritonavir,12,12.0,60,120.00,12,,12,12.0,120.00,60,,12
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Prednisone,Prednisone,28,28.0,140,64.55,28,#,,,,,#,
1871525006,Varma,Vikram,Toms River,NJ,34,Emergency Medicine,Claim-Specialty,Sulfamethoxazole-Trimethoprim,Sulfamethoxazole/Trimethoprim,11,11.0,77,57.46,11,*,,,,,*,
1871525188,Deluca,Samantha,Lumberton,NJ,34,Obstetrics & Gynecology,Claim-Specialty,Estradiol,Estradiol,17,45.3,1359,1125.00,,,17,45.3,1125.00,1359,*,
1871525188,Deluca,Samantha,Lumberton,NJ,34,Obstetrics & Gynecology,Claim-Specialty,Fluconazole,Fluconazole,14,14.0,47,79.66,,*,,,,,*,
1871525188,Deluca,Samantha,Lumberton,NJ,34,Obstetrics & Gynecology,Claim-Specialty,Yuvafem,Estradiol,11,11.0,330,820.49,,,11,11.0,820.49,330,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Albuterol Sulfate,Albuterol Sulfate,15,15.0,104,362.48,,,15,15.0,362.48,104,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Albuterol Sulfate Hfa,Albuterol Sulfate,16,22.0,573,535.25,14,,16,22.0,535.25,573,,14
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Alendronate Sodium,Alendronate Sodium,72,124.6,3603,734.99,17,,59,111.6,649.30,3260,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Allopurinol,Allopurinol,47,73.0,1961,606.22,14,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Alphagan P,Brimonidine Tartrate,11,11.0,275,2337.14,,,11,11.0,2337.14,275,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Alprazolam,Alprazolam,30,40.0,1053,110.63,15,,30,40.0,110.63,1053,,15
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Amantadine,Amantadine Hcl,13,13.0,390,796.48,,*,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Amiodarone Hcl,Amiodarone Hcl,48,50.0,895,3252.36,,,48,50.0,3252.36,895,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Amlodipine Besylate,Amlodipine Besylate,404,576.0,16572,3286.65,95,,379,551.0,3076.96,15903,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Ammonium Lactate,Ammonium Lactate,14,14.0,228,221.32,,,14,14.0,221.32,228,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Arformoterol Tartrate,Arformoterol Tartrate,11,11.0,219,3275.16,,,11,11.0,3275.16,219,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Aripiprazole,Aripiprazole,33,33.0,878,6186.24,,*,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Atenolol,Atenolol,65,73.0,1552,500.01,,,65,73.0,500.01,1552,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Atorvastatin Calcium,Atorvastatin Calcium,587,827.5,22851,6848.52,135,,534,774.5,6207.92,21518,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Autoshield Duo Pen Needle,"Pen Needle,dual Safety,diabetc",26,26.1,653,2420.32,,,26,26.1,2420.32,653,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Baclofen,Baclofen,11,11.0,202,273.67,,,11,11.0,273.67,202,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Basaglar Kwikpen U-100,"Insulin Glargine,hum.Rec.Anlog",72,85.3,1527,8816.80,,,57,70.3,7722.85,1352,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Benztropine Mesylate,Benztropine Mesylate,19,19.0,570,208.68,,,19,19.0,208.68,570,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Breo Ellipta,Fluticasone/Vilanterol,63,63.0,1378,18194.59,,,63,63.0,18194.59,1378,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Budesonide,Budesonide,35,35.0,596,7658.04,12,,35,35.0,7658.04,596,,12
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Bupropion Hcl Sr,Bupropion Hcl,36,36.0,940,818.96,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Bupropion Xl,Bupropion Hcl,80,90.0,2330,2993.26,11,,32,42.0,1520.18,1155,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Buspirone Hcl,Buspirone Hcl,105,156.0,4424,1499.36,27,,92,143.0,1359.86,4094,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Carbidopa-Levodopa,Carbidopa/Levodopa,61,67.0,1809,4152.42,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Carbidopa-Levodopa Er,Carbidopa/Levodopa,13,13.0,362,469.60,,,13,13.0,469.60,362,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Carvedilol,Carvedilol,96,129.2,3446,1234.35,22,,96,129.2,1234.35,3446,,22
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Cefuroxime,Cefuroxime Axetil,32,32.0,200,567.42,30,,32,32.0,567.42,200,,30
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Ciprofloxacin Hcl,Ciprofloxacin Hcl,16,16.0,132,218.86,13,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Citalopram Hbr,Citalopram Hydrobromide,28,60.0,1683,164.72,,,28,60.0,164.72,1683,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Clonidine Hcl,Clonidine Hcl,11,17.0,510,165.72,,,11,17.0,165.72,510,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Clopidogrel,Clopidogrel Bisulfate,110,142.0,4002,1615.92,24,,110,142.0,1615.92,4002,,24
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,15,15.0,208,586.99,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Clozapine,Clozapine,25,25.0,164,398.05,,,25,25.0,398.05,164,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Colchicine,Colchicine,20,20.0,474,1230.26,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Creon,Lipase/Protease/Amylase,43,43.0,597,13970.40,,,43,43.0,13970.40,597,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Desvenlafaxine Succinate Er,Desvenlafaxine Succinate,12,18.0,460,1828.84,,,12,18.0,1828.84,460,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Diazepam,Diazepam,14,14.0,290,64.25,,,14,14.0,64.25,290,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Digoxin,Digoxin,28,30.0,796,495.92,,,28,30.0,495.92,796,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Diltiazem 12hr Er,Diltiazem Hcl,22,24.0,384,740.47,,,22,24.0,740.47,384,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Diltiazem 24hr Er (Cd),Diltiazem Hcl,64,87.0,2346,1761.25,15,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Diltiazem Hcl,Diltiazem Hcl,14,22.0,516,554.25,,,14,22.0,554.25,516,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Divalproex Sodium,Divalproex Sodium,255,326.5,8521,9251.37,52,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Donepezil Hcl,Donepezil Hcl,199,389.0,11234,3150.08,62,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Dorzolamide-Timolol,Dorzolamide Hcl/Timolol Maleat,24,30.5,915,949.68,,,24,30.5,949.68,915,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Doxycycline Hyclate,Doxycycline Hyclate,15,15.0,168,494.47,11,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Duloxetine Hcl,Duloxetine Hcl,89,131.0,3793,4983.80,21,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Eliquis,Apixaban,422,453.7,7916,157145.90,64,,399,430.7,151106.45,7600,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Enoxaparin Sodium,Enoxaparin Sodium,27,27.0,285,2940.04,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Entresto,Sacubitril/Valsartan,15,15.0,334,7783.58,,,15,15.0,7783.58,334,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Escitalopram Oxalate,Escitalopram Oxalate,366,468.1,12693,4779.94,63,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Estradiol,Estradiol,13,20.8,624,1511.39,,,13,20.8,1511.39,624,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Ezetimibe,Ezetimibe,23,31.0,832,1239.59,,,23,31.0,1239.59,832,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Famotidine,Famotidine,150,176.4,4493,1746.18,30,,150,176.4,1746.18,4493,,30
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Farxiga,Dapagliflozin Propanediol,29,29.0,424,8568.78,,,29,29.0,8568.78,424,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Fenofibrate,"Fenofibrate,micronized",11,21.0,630,308.35,,,11,21.0,308.35,630,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Fenofibric Acid,Fenofibric Acid (Choline),12,12.0,334,1552.78,,,12,12.0,1552.78,334,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Finasteride,Finasteride,79,89.0,2361,1098.86,16,,68,78.0,879.39,2056,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Fluoxetine Hcl,Fluoxetine Hcl,28,32.0,854,1059.03,,,28,32.0,1059.03,854,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Fluticasone Propionate,Fluticasone Propionate,23,28.0,840,519.99,,,23,28.0,519.99,840,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol,20,20.0,600,3879.17,,,20,20.0,3879.17,600,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Fluticasone-Vilanterol,Fluticasone/Vilanterol,12,12.0,360,4707.04,,,12,12.0,4707.04,360,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Folic Acid,Folic Acid,27,29.0,854,100.93,,,27,29.0,100.93,854,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Furosemide,Furosemide,277,316.0,8061,1557.28,54,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Gabapentin,Gabapentin,345,405.0,10669,5975.20,64,,326,386.0,5673.97,10206,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Galantamine Hbr,Galantamine Hbr,33,67.0,1911,4840.60,13,,33,67.0,4840.60,1911,,13
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Glimepiride,Glimepiride,23,47.0,1390,278.72,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Glipizide,Glipizide,12,14.0,404,57.13,,,12,14.0,57.13,404,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Hydralazine Hcl,Hydralazine Hcl,38,46.0,1168,870.47,,,38,46.0,870.47,1168,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Hydrochlorothiazide,Hydrochlorothiazide,93,202.3,5748,638.04,31,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Hydrocortisone,Hydrocortisone,15,15.0,154,96.47,,,15,15.0,96.47,154,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,43,46.6,742,2622.87,,,43,46.6,2622.87,742,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Hydroxyurea,Hydroxyurea,13,15.0,450,326.88,,,13,15.0,326.88,450,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Incruse Ellipta,Umeclidinium Bromide,16,16.0,181,2225.36,,,16,16.0,2225.36,181,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Insulin Lispro,Insulin Lispro,29,29.0,785,1498.44,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,50,50.0,463,1210.49,19,,50,50.0,1210.49,463,,19
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Irbesartan,Irbesartan,12,34.0,1004,220.89,,,12,34.0,220.89,1004,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Isentress,Raltegravir Potassium,16,16.0,224,10849.52,,,16,16.0,10849.52,224,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Isosorbide Dinitrate,Isosorbide Dinitrate,11,11.0,330,828.05,,,11,11.0,828.05,330,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Isosorbide Mononitrate Er,Isosorbide Mononitrate,14,14.0,338,180.20,,,14,14.0,180.20,338,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Januvia,Sitagliptin Phosphate,109,145.0,3077,60132.05,14,,109,145.0,60132.05,3077,,14
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Jardiance,Empagliflozin,43,49.0,862,17264.56,,,43,49.0,17264.56,862,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Labetalol Hcl,Labetalol Hcl,26,28.0,439,647.70,,,26,28.0,647.70,439,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lactulose,Lactulose,32,39.7,748,655.24,12,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lamivudine,Lamivudine,17,17.0,434,1831.32,,*,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lamotrigine,Lamotrigine,47,49.0,1005,491.67,,,47,49.0,491.67,1005,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lansoprazole,Lansoprazole,12,14.0,400,165.49,,,12,14.0,165.49,400,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lantus,"Insulin Glargine,hum.Rec.Anlog",12,12.0,336,3742.81,,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lantus Solostar,"Insulin Glargine,hum.Rec.Anlog",11,26.7,777,6541.34,,,11,26.7,6541.34,777,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Latanoprost,Latanoprost,42,50.0,1319,951.00,,,42,50.0,951.00,1319,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Levemir,Insulin Detemir,13,13.0,364,4284.20,,,13,13.0,4284.20,364,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Levetiracetam,Levetiracetam,61,63.0,1544,1060.88,12,,61,63.0,1060.88,1544,,12
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Levothyroxine Sodium,Levothyroxine Sodium,392,704.4,20475,6100.95,99,,377,689.4,5903.51,20103,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lidocaine,Lidocaine,20,20.0,440,3098.85,,,20,20.0,3098.85,440,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lisinopril,Lisinopril,136,218.1,6116,1191.59,35,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,11,23.0,690,99.95,,,11,23.0,99.95,690,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lithium Carbonate,Lithium Carbonate,19,19.0,286,167.33,,*,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lorazepam,Lorazepam,24,28.0,619,269.43,,,24,28.0,269.43,619,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Losartan Potassium,Losartan Potassium,288,477.3,13514,3700.53,71,,276,465.3,3561.65,13208,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lovastatin,Lovastatin,12,18.0,540,84.08,,,12,18.0,84.08,540,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Lubiprostone,Lubiprostone,15,15.0,285,1487.20,,,15,15.0,1487.20,285,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Meclizine Hcl,Meclizine Hcl,33,33.0,489,311.45,11,,33,33.0,311.45,489,,11
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Memantine Hcl,Memantine Hcl,165,308.0,8967,6365.61,51,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Memantine Hcl Er,Memantine Hcl,15,15.0,450,2184.27,,,15,15.0,2184.27,450,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Mesalamine,Mesalamine,15,15.0,370,5674.55,,,15,15.0,5674.55,370,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Metformin Hcl,Metformin Hcl,147,217.0,5594,1056.56,28,,147,217.0,1056.56,5594,,28
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Metformin Hcl Er,Metformin Hcl,24,36.0,933,179.94,,,24,36.0,179.94,933,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Methenamine Hippurate,Methenamine Hippurate,16,26.0,780,1864.44,,,16,26.0,1864.44,780,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Metoprolol Succinate,Metoprolol Succinate,265,389.5,10961,4140.90,68,,244,368.5,3821.29,10359,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Metoprolol Tartrate,Metoprolol Tartrate,159,205.7,5664,1404.20,37,#,,,,,#,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Midodrine Hcl,Midodrine Hcl,61,65.0,1551,2173.79,11,#,,,,,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Mirtazapine,Mirtazapine,214,251.6,6615,4398.68,39,,214,251.6,4398.68,6615,,39
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Mometasone Furoate,Mometasone Furoate,11,11.0,314,939.65,,,11,11.0,939.65,314,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Montelukast Sodium,Montelukast Sodium,83,123.0,3347,1081.35,18,,83,123.0,1081.35,3347,,18
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Myrbetriq,Mirabegron,31,55.0,1650,24851.08,,,31,55.0,24851.08,1650,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Naltrexone Hcl,Naltrexone Hcl,13,13.0,296,470.42,,,13,13.0,470.42,296,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Nano 2nd Gen Pen Needle,"Pen Needle, Diabetic",14,28.2,844,1227.59,,,14,28.2,1227.59,844,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Nebivolol Hcl,Nebivolol Hcl,22,22.0,660,848.42,,,22,22.0,848.42,660,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,18,18.0,163,364.64,16,,18,18.0,364.64,163,,16
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Nortriptyline Hcl,Nortriptyline Hcl,11,11.0,330,167.33,,,11,11.0,167.33,330,*,
1871526632,Bery,Seema,Morristown,NJ,34,Internal Medicine,Claim-Specialty,Novolog,Insulin Aspart,21,21.0,552,6483.57,,,21,21.0,6483.57,552,*,
